param n := 10;

param m := 2;

param K := 20;

param a :=
1 	 0.273478
2 	 0.685833
3 	 0.972990
4 	 0.367822
5 	 0.023740
6 	 0.811419
7 	 0.459625
8 	 0.582706
9 	 0.551461
10 	 0.631020
;
 param A :=
[1, *, *]:  1	2	3	4	5	6	7	8	9	10	:=
1	0.442291	-0.382666	0.537236	0.446302	-0.396467	-0.211679	0.992607	-0.089983	0.581185	0.175611	
2	-0.253473	-0.028856	0.543103	0.191880	-0.099603	-0.349504	0.607343	-0.231953	0.335797	0.783782	
3	0.725515	0.447025	0.768283	0.860593	-0.512466	0.153458	0.483088	0.442082	0.713075	-0.815055	
4	-0.910130	0.878685	-0.091274	0.450552	0.131393	-0.503859	-0.226676	-0.818314	-0.422052	-0.033028	
5	0.265369	-0.622556	-0.080534	0.397754	0.899265	0.623845	-0.187657	-0.502122	0.556037	0.770634	
6	-0.341143	0.059939	-0.706470	-0.848075	-0.564204	0.765811	-0.410709	-0.678821	-0.961863	0.914316	
7	0.074407	0.483265	-0.528720	0.013026	-0.122997	0.668824	-0.401526	0.345043	0.747065	0.981547	
8	-0.497551	0.068948	-0.460620	0.525925	0.537882	-0.297525	0.306134	-0.604211	-0.504562	-0.276164	
9	-0.399690	0.570514	0.474935	-0.416384	-0.718136	-0.707912	-0.914766	-0.051619	-0.753844	0.170637	
10	0.369836	0.490345	-0.685960	-0.002848	0.826208	0.209615	0.202067	0.904958	-0.747299	-0.230146	

[2, *, *]:  1	2	3	4	5	6	7	8	9	10	:=
1	-0.728265	0.617434	0.339244	-0.570148	0.671792	-0.243190	0.925883	0.385592	0.534293	-0.863519	
2	0.523049	0.076264	-0.629216	0.870981	-0.310814	0.511729	-0.072459	0.629983	-0.543784	0.300550	
3	-0.558282	0.518665	-0.703736	0.607351	0.442895	0.867853	-0.751577	0.263087	-0.778159	0.106632	
4	0.393594	-0.917829	-0.533204	-0.844705	-0.632015	0.625329	0.334962	0.545652	0.937643	-0.586922	
5	0.618921	-0.635479	0.773213	-0.650259	0.371905	-0.100700	-0.972246	0.262214	-0.104942	-0.150407	
6	-0.454878	0.134197	0.253682	-0.025664	0.148507	-0.996065	0.597838	0.781320	0.659886	-0.054793	
7	0.017000	0.242410	0.314346	-0.461325	0.455756	0.893536	0.069866	0.985519	-0.948045	-0.977032	
8	-0.155414	0.564038	-0.387203	-0.419600	-0.126211	-0.301217	0.700417	-0.652461	-0.818978	0.089890	
9	-0.890671	0.202980	-0.481902	0.922738	0.897724	-0.925930	-0.541599	0.098778	0.630452	0.564803	
10	0.483213	0.120536	0.194171	-0.315885	0.979867	-0.511130	-0.819732	-0.760012	0.818727	0.828928	
;
