param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.071610
2 	 0.978673
3 	 0.236384
4 	 0.660598
5 	 0.089631
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	-0.578458	-0.321592	0.356965	0.871473	-0.924792	
2	0.005649	0.111800	0.374606	0.193777	0.529453	
3	-0.790093	0.073537	0.122983	0.959180	0.036563	
4	-0.222253	-0.218779	-0.283840	-0.117987	-0.989367	
5	0.075975	0.392540	0.226225	0.479224	-0.445600	

[2, *, *]:  1	2	3	4	5	:=
1	0.069664	0.299166	0.530010	0.997041	0.943640	
2	0.535926	0.862894	0.199481	-0.720701	-0.810466	
3	-0.893815	-0.850537	0.665936	-0.858916	0.683474	
4	0.098107	-0.446387	0.792087	-0.853067	0.370346	
5	0.601989	0.838475	0.945441	-0.970512	-0.024886	
;
