param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.974403
2 	 0.311703
3 	 0.668797
4 	 0.325967
5 	 0.774477
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	-0.348380	-0.578471	0.340700	-0.730414	0.024122	
2	0.779655	-0.917050	-0.139056	-0.613167	0.234922	
3	0.503415	-0.356342	0.535578	-0.328672	-0.135289	
4	0.525264	-0.925775	0.072017	-0.895374	0.695401	
5	-0.061042	0.387711	-0.920280	0.210234	-0.091882	

[2, *, *]:  1	2	3	4	5	:=
1	-0.969193	-0.898175	-0.836752	-0.913418	0.227868	
2	0.746136	-0.529856	-0.053776	-0.027119	0.946975	
3	0.312403	-0.873313	-0.748914	-0.521178	-0.310277	
4	0.646006	-0.156684	0.545771	0.904948	0.795701	
5	0.903551	0.727658	0.682844	0.887785	-0.130810	
;
