param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.381842
2 	 0.443805
3 	 0.101581
4 	 0.225807
5 	 0.971320
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	-0.430752	0.759444	-0.111304	0.147606	0.032397	
2	0.814792	0.263990	-0.832450	0.746646	0.726453	
3	0.781105	-0.578744	-0.669363	-0.510732	0.968253	
4	0.845009	-0.309768	-0.605607	0.259216	-0.980254	
5	-0.687701	-0.680162	0.382055	-0.931137	-0.494317	

[2, *, *]:  1	2	3	4	5	:=
1	-0.552301	-0.443344	-0.238932	-0.425912	-0.629239	
2	-0.904925	0.279949	0.405046	-0.733586	0.866312	
3	-0.979655	-0.410616	-0.007752	0.874161	0.871506	
4	-0.019609	-0.460691	0.266419	0.609672	-0.432911	
5	-0.909036	0.181093	-0.293211	0.876057	-0.450732	
;
