param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.346695
2 	 0.353648
3 	 0.253839
4 	 0.911018
5 	 0.725643
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	-0.948148	0.542011	0.856218	0.036065	0.980812	
2	-0.076957	-0.340530	0.953832	-0.254502	0.547832	
3	-0.437397	0.593117	0.047111	0.420709	-0.331447	
4	-0.942068	-0.350723	0.903870	-0.088713	-0.822004	
5	0.769364	-0.384235	0.775993	0.210426	-0.630189	

[2, *, *]:  1	2	3	4	5	:=
1	0.053704	0.720134	-0.988405	0.907354	-0.777509	
2	-0.165795	0.914790	-0.374638	-0.046098	0.516123	
3	0.601319	0.918941	-0.888603	-0.443523	0.703892	
4	0.866405	-0.924275	-0.412275	0.006010	0.688500	
5	-0.644271	-0.884833	-0.287967	0.286716	0.781014	
;
