param n := 10;

param m := 2;

param K := 20;

param a :=
1 	 0.485514
2 	 0.786279
3 	 0.482607
4 	 0.989464
5 	 0.884043
6 	 0.007732
7 	 0.475051
8 	 0.857414
9 	 0.343526
10 	 0.728993
;
 param A :=
[1, *, *]:  1	2	3	4	5	6	7	8	9	10	:=
1	-0.163367	-0.248998	-0.756172	-0.350193	0.167023	-0.340037	-0.384996	0.689837	0.688355	0.452461	
2	-0.808473	-0.619883	-0.663714	-0.510968	-0.357599	0.307656	0.727574	0.492820	0.956927	0.441854	
3	-0.369488	0.386098	-0.259090	0.421130	0.412496	0.374275	-0.971039	0.738106	0.932497	-0.445309	
4	-0.373967	0.324211	0.208692	-0.398907	0.835650	-0.035502	0.525486	-0.304754	-0.327192	-0.157572	
5	0.309101	-0.293855	-0.888370	0.354472	-0.853859	-0.892531	0.654735	-0.692098	0.851898	0.179100	
6	0.853743	-0.638795	-0.509548	-0.174688	-0.637145	0.255575	0.361794	0.936565	-0.733511	-0.221725	
7	0.407381	-0.686679	0.667943	-0.300123	0.018224	0.008060	0.805468	-0.102153	0.879445	0.011950	
8	-0.353932	-0.526021	0.325767	0.571645	0.599761	0.450827	-0.596532	0.459805	-0.911799	0.080699	
9	0.366239	-0.343081	-0.297139	-0.629193	0.261915	-0.219012	-0.296102	0.308334	-0.181845	0.648540	
10	-0.831795	0.739191	-0.771575	-0.086354	-0.960619	0.671451	-0.541719	-0.714306	0.686014	0.449956	

[2, *, *]:  1	2	3	4	5	6	7	8	9	10	:=
1	0.320977	0.510210	-0.699698	-0.717166	-0.158273	-0.588982	-0.333979	-0.540028	0.876277	-0.922033	
2	-0.928232	0.569209	0.076494	0.414465	0.682958	-0.801354	0.002220	0.036235	0.969475	-0.569068	
3	-0.689230	-0.941231	-0.528747	-0.505109	-0.912428	0.048710	-0.565776	-0.372483	0.767114	-0.306904	
4	0.773054	0.749276	-0.846532	-0.120079	-0.726057	-0.574855	-0.154807	0.231572	-0.512840	0.296320	
5	0.531510	0.362299	0.029998	0.240581	0.179880	0.808754	-0.940935	-0.573654	-0.183391	0.126333	
6	-0.639231	-0.301907	0.672509	0.945475	-0.182840	-0.907939	0.174369	-0.128223	-0.250388	0.592366	
7	-0.869688	-0.000839	0.363893	-0.605988	-0.043444	0.794549	0.859467	0.578150	-0.695543	0.373927	
8	-0.674537	0.900115	-0.926553	0.823678	0.644108	0.175469	-0.848383	-0.067065	-0.859088	0.779007	
9	0.674811	-0.891825	-0.909460	-0.298450	-0.665457	0.723194	0.683646	0.347110	-0.408513	-0.026196	
10	0.946213	-0.616601	0.076170	-0.676152	-0.355955	-0.941659	0.495560	0.769673	0.719923	0.071840	
;
