param n := 5;

param m := 10;

param K := 100;

param a :=
1 	 0.222864
2 	 0.194395
3 	 0.765686
4 	 0.978694
5 	 0.015910
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	-0.502204	0.171172	-0.523382	-0.993709	-0.001446	
2	0.584626	0.442769	-0.814993	-0.123494	-0.250700	
3	0.438331	-0.072653	0.291767	-0.754893	0.627680	
4	-0.508040	-0.190303	0.339141	0.053219	0.936403	
5	0.109785	-0.383981	0.374687	0.959479	-0.425753	

[2, *, *]:  1	2	3	4	5	:=
1	0.606000	-0.247412	0.127413	0.045976	0.672605	
2	0.992283	-0.108451	-0.522829	-0.786951	0.763382	
3	-0.776352	0.501805	0.679908	0.873234	0.552162	
4	0.062095	-0.803307	0.531702	0.668472	0.142508	
5	0.627053	-0.278947	0.931085	0.088836	0.230597	

[3, *, *]:  1	2	3	4	5	:=
1	0.688781	-0.473506	0.661405	-0.456394	-0.109373	
2	0.244433	-0.998427	-0.783785	-0.995999	0.628272	
3	-0.587040	-0.529004	-0.857750	-0.802922	0.624596	
4	0.382977	0.347133	0.523185	-0.728806	0.819979	
5	0.064028	0.756640	-0.430333	-0.681280	-0.112816	

[4, *, *]:  1	2	3	4	5	:=
1	0.417421	0.963243	-0.913420	0.861737	0.775960	
2	-0.023332	0.383834	-0.277025	0.706171	-0.808448	
3	-0.900315	-0.463985	0.547456	-0.765245	0.631541	
4	-0.839137	0.412526	-0.842954	0.130347	-0.443967	
5	-0.508115	0.322692	0.768768	0.415120	0.184575	

[5, *, *]:  1	2	3	4	5	:=
1	0.439591	0.996634	0.857494	-0.237623	-0.653887	
2	0.554038	0.629011	-0.656779	0.265425	-0.241755	
3	-0.410670	-0.172044	-0.410330	-0.056960	-0.123837	
4	0.214753	0.758284	-0.812527	0.435338	-0.155747	
5	-0.425054	0.465002	-0.364038	-0.461553	0.827139	

[6, *, *]:  1	2	3	4	5	:=
1	-0.460866	0.150854	-0.755806	0.209143	-0.702533	
2	-0.295913	-0.443270	-0.635422	-0.596643	-0.388109	
3	-0.569581	-0.481015	-0.733781	0.635514	-0.405517	
4	-0.256154	0.438123	0.367215	-0.367786	0.270160	
5	-0.220289	0.820357	-0.571980	0.339234	0.361761	

[7, *, *]:  1	2	3	4	5	:=
1	0.690497	0.300326	-0.664358	0.658015	0.598015	
2	-0.633306	-0.820010	-0.222042	0.968320	-0.080285	
3	0.520860	-0.706248	-0.004108	-0.465455	0.195217	
4	0.423879	-0.168857	0.870091	0.780115	-0.526665	
5	0.115088	0.422741	-0.889608	-0.419400	0.375230	

[8, *, *]:  1	2	3	4	5	:=
1	-0.702630	0.569462	-0.006468	-0.678826	0.869071	
2	0.119373	-0.199411	0.154645	0.404223	0.127018	
3	-0.011342	-0.384188	0.639331	0.766466	0.090507	
4	0.674412	0.574454	0.162640	-0.783242	-0.873049	
5	-0.037063	-0.163071	-0.187714	-0.067572	0.070600	

[9, *, *]:  1	2	3	4	5	:=
1	0.309083	-0.451318	-0.531287	-0.460714	0.310779	
2	-0.706816	-0.783138	0.455008	-0.579084	0.899658	
3	0.912729	-0.478198	0.614382	-0.781743	0.511267	
4	-0.607698	-0.331696	0.581951	-0.206638	-0.766217	
5	0.347852	-0.070536	0.431497	-0.825467	-0.959038	

[10, *, *]:  1	2	3	4	5	:=
1	-0.330222	0.145115	-0.527544	-0.670997	0.175879	
2	0.985752	-0.264708	-0.382201	0.760995	-0.084926	
3	-0.374337	-0.583469	0.819007	0.587566	0.347704	
4	0.475016	0.959998	0.426739	-0.923225	-0.921114	
5	0.433059	-0.868212	-0.469256	0.758602	-0.339358	
;
