param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.634519
2 	 0.413920
3 	 0.990916
4 	 0.929956
5 	 0.149236
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	-0.210235	-0.160013	-0.623063	-0.624860	-0.544805	
2	-0.076841	-0.476001	0.371514	0.778885	-0.709193	
3	0.121898	0.821612	-0.289581	0.166813	-0.593132	
4	0.560727	-0.955457	0.948425	-0.381507	0.792645	
5	-0.025612	0.642244	-0.754456	-0.998471	0.746189	

[2, *, *]:  1	2	3	4	5	:=
1	0.400579	-0.448794	0.769933	-0.763615	0.246494	
2	-0.059005	0.849482	-0.233473	0.673996	0.276711	
3	0.654272	-0.226022	-0.404851	0.488272	-0.344861	
4	-0.008347	-0.014238	0.435190	0.181041	-0.865021	
5	-0.273023	-0.491124	-0.618260	-0.514217	0.761077	
;
