param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.143607
2 	 0.083203
3 	 0.399219
4 	 0.796962
5 	 0.191676
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	0.535554	-0.237837	-0.772407	0.986921	-0.859333	
2	-0.419404	0.318690	0.303579	0.668973	-0.051987	
3	-0.566217	-0.858163	-0.194686	0.399246	-0.301665	
4	-0.966569	-0.694792	-0.357947	0.836517	0.874504	
5	-0.202682	-0.966848	0.115824	-0.920543	-0.020870	

[2, *, *]:  1	2	3	4	5	:=
1	0.079298	-0.452381	-0.714413	0.143084	0.625015	
2	0.790521	-0.343277	-0.811799	0.051604	-0.432396	
3	-0.106730	0.095129	0.740383	-0.847952	0.055694	
4	0.754069	-0.559743	-0.526263	0.748252	-0.321167	
5	-0.492837	0.342858	-0.227992	0.902271	0.109335	
;
