param n := 5;

param m := 2;

param K := 100;

param a :=
1 	 0.427665
2 	 0.099441
3 	 0.115035
4 	 0.373407
5 	 0.193848
;
 param A :=
[1, *, *]:  1	2	3	4	5	:=
1	0.641493	-0.529845	0.449833	0.314131	-0.390012	
2	0.199272	-0.076796	-0.339217	0.162071	0.741891	
3	0.377691	-0.602817	0.686988	-0.598545	0.817491	
4	-0.017780	-0.949048	-0.143115	0.059093	-0.340311	
5	-0.823653	0.458795	0.729372	0.788865	0.366149	

[2, *, *]:  1	2	3	4	5	:=
1	0.798442	0.334238	0.643699	-0.141339	0.037609	
2	-0.848606	-0.311322	0.256479	-0.326508	-0.655441	
3	0.757176	-0.697249	0.912603	0.983890	-0.850852	
4	-0.618321	0.270742	0.179846	-0.239527	-0.259389	
5	0.699538	0.695576	-0.604334	0.985402	-0.753162	
;
